1,18,1,315112,5
112,6,135,884722
113,55,136,351164
114,60,137,155718
115,68,138,1235603
116,8,139,1607845
116,8,140,1607845
117,31,141,623427
118,68,142,134560
119,27,143,3110282
120,65,144,2127817
121,55,145,117133
122,31,146,1244009
123,21,147,654464
123,21,148,654464
124,55,149,89506
125,2,150,1902747
126,5,151,3166496
127,29,152,387668
128,2,153,814902
129,74,154,193880
129,74,155,193880
130,54,156,275462
131,52,157,955788
132,40,158,2535955
132,40,159,2535955
133,64,160,1341991
134,34,161,235738
135,75,162,742512
136,74,163,374630
137,70,164,1422946
138,22,165,54000
138,22,166,54000
139,38,167,1334277
140,24,168,333223
141,38,169,2190444
141,38,170,2190444
142,51,171,629147
142,51,172,629147
143,21,173,227391
144,10,174,1533261
145,31,175,658695
146,4,176,780292
148,8,178,440816
149,43,179,122918
150,73,180,544413
151,76,181,722606
151,76,182,722606
152,1,183,401500
152,1,184,401500
153,77,185,1887249
154,46,186,1594131
155,58,187,464137
156,64,188,84422
157,11,189,260427
158,37,190,2405413
158,37,191,2405413
159,70,192,980219
160,23,193,1847782
161,28,194,472972
162,60,195,655479
162,60,196,655479
163,30,197,930544
164,60,198,281459
165,25,199,878295
165,25,200,878295
166,17,201,240358
167,29,202,2755589
168,31,203,404917
168,31,204,404917
169,4,205,1054696
170,59,206,1081252
171,46,207,362107
172,13,208,3083101
172,13,209,3083101
173,66,210,2581475
173,66,211,2581475
174,52,212,173376
176,71,215,2890719
177,1,216,588666
178,59,217,80844
179,1,218,1242390
180,55,219,3209818
181,21,221,709791
182,47,222,29400
183,43,223,1895895
184,77,224,1406508
185,32,225,694322
186,1,226,5133111
187,5,227,564129
188,54,228,2817194
189,76,229,862961
190,74,230,1726310
191,41,231,1951562
192,55,232,816589
193,69,233,556325
193,69,234,556325
194,44,235,289146
195,70,236,666565
195,70,237,666565
196,4,238,1761813
197,1,239,3280610
198,70,240,522878
199,70,241,133207
200,17,242,1042562
201,63,243,1715259
204,67,246,185379
205,1,247,222063
206,61,248,556118
206,61,249,556118
207,2,250,819181
208,54,251,1083147
209,37,252,217282
210,48,253,1197490
211,28,254,1415763
212,27,255,7619103
213,73,256,2092233
214,22,257,119966
214,22,258,119966
215,31,259,70719
215,31,260,70719
216,38,261,702235
217,77,262,1127287
218,68,263,3620109
219,28,264,1488096
220,72,265,699330
221,19,266,1176761
222,37,267,5135613
223,39,268,628543
224,15,269,286529
225,1,270,1034081
225,1,271,1034081
226,70,272,933130
227,27,273,4315051
228,5,274,2917884
229,1,275,189478
230,1,276,1298914
230,1,277,1298914
231,22,278,270262
231,22,279,270262
232,45,280,579517
234,73,282,749289
234,73,283,749289
235,41,284,414599
236,72,285,66400
236,72,286,66400
237,50,287,325289
238,6,288,419534
239,69,289,5026142
240,72,290,983269
240,72,291,983269
241,15,292,255569
242,69,293,1382501
243,55,294,4925413
244,24,295,691540
245,65,296,3190212
246,65,297,92920
246,65,298,92920
248,1,300,2415069
249,28,301,958841
250,56,302,250441
251,74,303,691633
252,19,304,236213
253,46,305,1721166
255,68,308,2089334
256,37,309,1783969
257,11,310,1630342
258,64,311,203134
259,2,312,804480
260,24,313,807314
260,24,314,807314
261,54,315,213430
262,75,316,59200
263,64,317,1670939
264,15,318,496352
265,19,319,352659
265,19,320,352659
266,47,321,6031384
267,38,322,416838
267,38,323,416838
268,3,324,1764447
269,3,325,242773
270,27,326,2366879
270,27,327,2366879
271,1,328,352298
272,11,329,1102201
273,24,330,2030125
274,76,331,2827187
275,29,332,232519
276,38,333,725934
277,32,334,3246663
278,73,335,1415746
279,39,336,389786
279,39,337,389786
280,25,338,1893125
281,1,339,652911
281,1,340,652911
282,69,341,822108
282,69,342,822108
283,44,343,288583
284,54,344,742386
285,17,345,1825509
285,17,346,1825509
286,71,347,1663073
286,71,348,1663073
287,16,349,560302
288,25,350,462694
289,1,351,2140947
290,56,352,4172379
291,7,353,2604418
292,49,354,189684
292,49,355,189684
293,1,356,493807
293,1,357,493807
294,7,358,743208
295,66,359,581860
296,49,360,291828
297,74,361,377918
298,35,362,340278
298,35,363,340278
299,77,364,5390914
300,1,365,856234
300,1,366,856234
301,60,367,211550
301,60,368,211550
302,7,369,401817
303,71,370,976968
304,4,371,1510182
305,34,372,217340
306,16,373,857167
307,26,374,754123
308,61,375,95781
309,14,376,832420
311,50,378,555264
311,50,379,555264
312,41,380,916093
313,73,381,186426
313,73,382,186426
314,15,383,2804883
314,15,384,2804883
315,45,385,37400
316,62,386,285369
317,76,387,806459
318,36,388,679608
319,47,389,3366562
320,47,390,297224
321,47,391,626035
322,1,392,2528684
322,1,393,2528684
323,52,394,284640
323,52,395,284640
324,1,396,263185
325,75,397,300150
326,61,398,168588
327,54,399,2289018
328,1,400,199165
328,1,401,199165
329,3,402,1296167
330,42,403,1213696
330,42,404,1213696
331,65,405,514707
332,36,406,324669
333,73,407,127663
334,1,408,2644368
335,74,409,379288
336,62,410,1489958
337,17,411,2135462
337,17,412,2135462
338,49,413,273729
339,46,414,2782005
339,46,415,2782005
340,1,416,692479
340,1,417,692479
341,28,418,834297
342,64,419,167319
343,18,420,494136
344,54,421,1841480
345,5,422,2177075
346,37,423,3061604
347,65,424,3945724
348,25,425,1423649
349,72,426,341603
349,72,427,341603
350,47,428,310862
351,50,429,341348
352,39,430,459288
353,24,431,479218
354,59,432,1538981
355,62,433,1101567
356,70,434,1273227
357,20,435,188925
358,12,436,403797
359,11,437,493051
360,32,438,1606277
361,51,439,3590929
362,15,440,1591560
363,1,441,4666576
364,1,442,132088
364,1,443,132088
365,74,444,2330754
366,1,445,1209028
366,1,446,1209028
367,23,447,575090
368,77,448,1215385
370,25,450,350539
371,12,451,298051
372,55,452,1933271
373,67,453,707307
374,38,454,3577530
375,68,455,344389
376,25,456,2401259
377,70,457,4330014
378,68,458,3926908
379,32,459,260923
381,68,461,1176403
382,14,462,169111
383,38,463,102203
384,24,464,1625513
385,5,465,464212
386,1,466,594965
386,1,467,594965
387,72,468,683207
388,59,469,1133963
389,30,470,948667
390,44,471,4524449
391,36,472,810792
392,1,473,890476
393,46,474,2513619
395,1,476,3310264
395,1,477,3310264
396,21,478,3468135
397,11,479,4138786
397,11,480,4138786
398,69,481,123486
398,69,482,123486
399,1,483,1779683
400,28,484,1948598
401,32,485,1970247
402,68,486,637541
403,1,487,669189
403,1,488,669189
404,41,489,3102931
405,55,490,1579682
406,63,491,163102
407,72,492,746724
408,41,493,1871988
409,1,494,667452
410,49,495,284623
411,70,496,2842634
412,74,497,2232421
412,74,498,2232421
413,18,499,279064
414,1,500,1327553
415,25,501,2026447
416,6,502,268685
417,73,503,2470786
418,36,504,1805144
419,13,505,707040
420,75,506,997376
421,75,507,231659
422,53,508,2788859
423,12,509,391376
424,12,510,1084655
425,9,511,1037537
426,1,512,3107455
427,8,513,2609807
427,8,514,2609807
428,1,515,890037
428,1,516,890037
429,63,517,1551839
430,54,518,95051
431,18,519,1020255
432,46,520,1030171
433,20,521,695473
434,1,522,550796
435,38,523,702674
436,30,524,505844
436,30,525,505844
437,43,526,3108517
437,43,527,3108517
438,37,528,224522
439,69,529,408096
440,29,530,817699
441,27,531,5860455
441,27,532,5860455
442,54,533,804592
443,64,534,425383
444,26,535,505511
445,63,536,2688845
446,50,537,3432069
447,5,538,1190318
449,19,540,430345
449,19,541,430345
450,59,542,261501
451,11,543,124188
452,63,544,2519526
453,75,545,991039
454,7,546,913914
455,54,547,1218018
456,49,548,7338642
458,7,550,1495795
459,47,551,83500
460,1,552,632127
460,1,553,632127
461,30,554,843331
461,30,555,843331
462,29,556,2758831
463,51,557,2134170
464,43,558,186495
465,32,559,2107532
466,71,560,93700
467,74,561,1493688
468,49,562,1574385
469,72,563,176627
469,72,564,176627
470,64,565,1070457
471,47,566,950436
471,47,567,950436
472,8,568,2791008
473,73,569,653205
474,61,570,331079
475,3,571,154096
475,3,572,154096
476,69,573,49400
477,1,574,2506704
478,58,575,2657419
478,58,576,2657419
479,1,577,223915
480,23,578,1193251
481,72,579,377801
483,70,581,89605
484,1,582,972663
485,6,583,5547438
486,33,584,537772
487,40,585,1889162
487,40,586,1889162
488,25,587,76900
489,16,588,2367304
490,45,589,254108
491,44,590,1323266
492,5,591,808507
493,26,592,2121920
494,60,593,4308226
496,69,596,1009446
497,55,597,3173808
498,1,598,2852288
498,1,599,2852288
500,56,601,2034425
500,56,602,2034425
501,13,603,2600969
502,1,604,130154
503,1,605,887262
504,73,606,459457
505,64,607,145568
506,67,608,1046003
507,52,609,416268
508,74,610,234770
509,36,611,515530
509,36,612,515530
510,1,613,3293486
511,14,614,919178
512,68,615,1033336
513,58,616,712467
514,70,617,860151
515,57,618,373419
516,6,619,451216
516,6,620,451216
517,76,621,3222907
518,74,622,585987
519,24,623,839110
519,24,624,839110
520,60,625,413028
521,9,626,5187518
522,17,627,846235
522,17,628,846235
523,1,629,1623854
524,61,630,2297883
525,70,631,1810540
526,67,632,1004004
526,67,633,1004004
528,17,635,202062
528,17,636,202062
529,39,637,224659
530,54,638,1344443
531,31,639,232331
532,26,640,3332298
533,40,641,747936
533,40,642,747936
534,1,643,564083
535,35,644,2459113
536,14,645,239993
537,34,646,232873
537,34,647,232873
538,70,648,429444
539,13,649,4099494
540,75,651,1152988
541,61,652,2794742
542,1,653,504203
543,64,654,475292
544,32,655,2191786
545,54,656,1489805
546,8,657,211774
546,8,658,211774
547,24,659,101857
548,16,660,703084
548,16,661,703084
549,5,662,748926
550,24,663,148551
551,77,664,726380
552,14,665,654213
553,26,666,506940
554,26,667,446044
555,24,668,3306321
556,12,669,679435
557,1,670,214185
558,10,671,599966
559,46,672,779823
560,36,673,879606
561,11,674,272045
562,50,675,1279093
563,53,676,1356612
564,5,677,466330
565,39,678,357037
566,8,679,1386977
566,8,680,1386977
567,15,681,407419
568,18,682,1163191
569,76,683,239672
570,3,684,517927
571,72,685,261756
572,32,686,2419062
572,32,687,2419062
573,1,688,848942
574,70,689,5774256
575,38,690,1122846
575,38,691,1122846
576,55,692,875653
576,55,693,875653
577,29,694,1269848
578,28,695,848876
578,28,696,848876
579,1,697,163131
580,75,698,579969
581,26,699,209980
582,12,700,434875
584,31,702,216418
585,4,703,55764
586,54,704,636157
587,19,705,70700
588,66,706,1198366
589,1,707,861314
590,50,708,860484
591,1,709,114190
592,23,710,260657
593,48,711,839277
594,54,712,286448
595,20,713,1940356
596,31,714,2056734
597,41,715,2593683
598,1,716,572489
599,54,717,635201
599,54,718,635201
600,46,719,759182
601,29,720,427876
602,43,721,410942
603,62,722,814989
604,12,723,1109971
605,65,724,507110
606,75,725,652667
607,16,726,279618
608,32,727,400621
608,32,728,400621
609,63,729,309201
609,63,730,309201
610,74,731,2914228
610,74,732,2914228
611,46,733,105878
611,46,734,105878
612,1,735,165698
612,1,736,165698
613,74,737,753543
614,25,738,184173
615,72,739,188760
616,43,740,834209
617,74,741,1594534
618,1,742,1449531
619,1,743,2167152
620,26,744,83300
621,52,745,1630861
621,52,746,1630861
622,24,747,899483
623,1,748,423286
623,1,749,423286
624,70,750,5643718
625,70,751,3182180
626,72,752,1043158
626,72,753,1043158
627,63,754,3389138
628,72,755,694768
629,31,756,481118
630,71,757,512903
631,68,758,303038
632,29,759,182258
633,57,760,359971
635,21,762,3544777
636,75,763,173207
637,49,764,202628
638,65,765,1565603
639,1,766,101161
639,1,767,101161
640,32,768,561190
641,40,769,923700
643,64,772,207981
644,4,773,68900
645,70,774,1762589
646,51,775,738873
647,1,776,555607
647,1,777,555607
648,13,778,2578868
649,69,779,3981441
650,3,780,634112
651,72,781,2665833
652,21,782,2218730
653,27,783,511353
653,27,784,511353
654,63,785,577727
655,53,786,3520117
656,3,787,796980
657,47,788,859857
658,4,789,313419
659,63,790,198713
660,68,791,1223449
662,21,793,612651
662,21,794,612651
664,1,796,296458
665,8,797,819514
666,27,798,1072934
666,27,799,1072934
669,35,803,166853
669,35,804,166853
671,60,806,164701
672,53,807,58000
673,31,808,411700
674,49,809,364948
675,58,810,987969
675,58,811,987969
676,39,812,503040
677,70,813,687229
678,17,814,1051990
679,22,815,575360
680,17,816,526218
682,54,818,97518
683,74,819,1431605
683,74,820,1431605
684,49,821,167360
685,37,822,2812760
686,41,823,1609238
687,27,824,854866
688,74,825,540366
689,1,826,2437769
690,10,827,1165448
690,10,828,1165448
691,24,829,376272
692,69,830,1055241
693,2,831,2094239
694,67,832,319166
695,5,833,1612049
696,54,834,128363
697,28,835,3299898
697,28,836,3299898
698,71,837,879245
698,71,838,879245
699,1,839,4886634
700,20,840,623055
701,69,841,861577
702,12,842,549101
703,54,843,103801
704,55,844,2674921
704,55,845,2674921
705,35,846,249560
706,49,847,1233215
708,26,849,70800
709,19,850,2868898
710,25,851,482002
710,25,852,482002
711,70,853,1276542
712,72,854,2250726
713,58,855,285407
714,23,856,285168
715,32,857,961351
716,47,858,2134707
717,75,859,3020929
717,75,860,3020929
718,1,861,2782388
719,30,862,493457
720,54,863,568409
721,76,864,409320
721,76,865,409320
722,38,866,921580
725,70,870,274381
726,76,871,756347
727,35,872,35400
728,60,873,658435
729,14,874,116909
729,14,875,116909
730,4,876,5678844
731,5,877,330034
731,5,878,330034
732,38,879,1123151
733,49,880,3936513
734,5,881,212382
735,70,882,154438
736,75,883,84255
736,75,884,84255
737,34,885,538730
738,34,886,3315800
739,66,887,1659851
740,28,888,119319
741,54,889,987503
742,77,890,486894
743,10,891,538291
744,42,892,777780
745,43,893,121330
746,75,894,419207
747,39,895,732539
748,10,896,1674065
748,10,897,1674065
749,38,898,420138
749,38,899,420138
750,73,900,2311774
751,3,901,576524
752,23,902,568238
753,31,903,361149
754,1,904,512770
755,38,905,758815
756,65,906,109618
757,50,907,1073894
758,51,908,42800
759,23,909,557274
760,1,910,432026
761,43,911,135619
762,76,912,447447
763,1,913,1184602
764,1,914,879895
765,12,915,252250
766,3,916,1357516
767,25,917,1834232
768,26,918,203881
770,7,921,538827
771,22,922,1498413
771,22,923,1498413
772,45,924,3661859
773,15,925,1883471
774,1,926,996536
775,1,927,2052018
776,66,928,1249727
777,30,929,1255287
778,68,930,77800
779,16,931,941125
780,3,932,1385307
781,33,933,276598
781,33,934,276598
782,42,935,719871
782,42,936,719871
783,1,937,123108
784,59,938,2815509
785,21,939,944040
786,53,940,1480497
787,10,941,932547
788,12,942,305126
788,12,943,305126
789,39,944,594484
789,39,945,594484
790,54,946,3769526
791,49,948,331048
792,3,949,139761
793,47,950,484736
793,47,951,484736
794,63,952,106747
795,25,953,652127
796,1,954,374100
797,57,955,1856854
798,1,956,276063
799,56,957,71550
799,56,958,71550
800,11,959,138156
801,16,960,234254
802,15,961,484727
803,19,962,2584437
804,64,963,617088
805,10,964,860935
806,13,965,163906
806,13,966,163906
807,76,967,2084297
808,69,968,1387906
809,36,970,1499462
810,46,971,340481
810,46,972,340481
811,14,973,1100801
811,14,974,1100801
812,1,975,1184547
813,16,976,1922382
814,76,977,352713
815,56,978,367062
815,56,979,367062
816,52,980,5550776
817,5,981,2622729
819,20,984,1809300
819,20,985,1809300
820,74,986,1004995
821,60,987,298005
822,40,988,347800
822,40,989,347800
823,71,990,77485
824,32,991,618035
825,19,992,1206351
826,44,993,506242
827,36,994,208740
827,36,995,208740
828,1,996,656581
829,59,997,139981
829,59,998,139981
830,74,999,2505469
830,74,1000,2505469
831,44,1001,173302
832,42,1002,183873
833,31,1003,291667
834,3,1004,154918
836,46,1006,436832
836,46,1007,436832
837,46,1008,2915891
838,47,1009,124028
838,47,1010,124028
839,16,1011,2466118
840,70,1012,1759610
840,70,1013,1759610
841,1,1014,689989
842,62,1015,431726
842,62,1016,431726
843,6,1017,147278
844,53,1018,5667838
845,14,1019,579282
846,72,1020,2848825
847,2,1021,428598
848,31,1022,607533
849,1,1023,1046093
850,25,1024,1342901
851,15,1025,3371308
852,57,1026,72879
853,1,1027,1181700
853,1,1028,1181700
854,62,1029,1414497
855,1,1030,1774412
856,2,1031,931946
857,77,1032,560345
857,77,1033,560345
858,52,1034,1416399
859,13,1035,368041
859,13,1036,368041
860,1,1037,1993210
861,22,1038,2506398
862,64,1039,6774351
863,71,1040,5897580
864,72,1041,227893
865,17,1042,212844
865,17,1043,212844
866,9,1044,1977972
867,60,1045,747202
868,1,1046,394388
869,16,1047,41300
870,70,1048,709758
871,1,1049,1516451
872,27,1050,302423
873,73,1051,355603
874,56,1052,1204573
874,56,1053,1204573
875,63,1054,536518
876,4,1055,165585
877,1,1056,440715
878,52,1057,1496447
879,9,1058,106292
880,26,1059,908543
880,26,1060,908543
882,9,1062,1724129
882,9,1063,1724129
883,1,1064,2143675
884,2,1065,404035
885,1,1066,2959780
886,1,1067,2625536
887,1,1068,607122
888,54,1069,304120
888,54,1070,304120
889,43,1071,96436
890,14,1072,1127723
891,34,1073,335593
891,34,1074,335593
892,70,1075,814792
893,53,1076,2065024
894,46,1077,525362
895,24,1078,189439
896,3,1079,902056
897,38,1080,4782168
898,71,1081,1262740
899,72,1082,2303857
900,48,1083,1107844
900,48,1084,1107844
901,60,1085,468816
902,74,1086,1182671
902,74,1087,1182671
903,47,1088,512332
904,1,1089,2233595
905,35,1090,478118
906,59,1091,65877
907,41,1092,510658
908,62,1093,605103
909,30,1094,75748
909,30,1095,75748
910,1,1096,207717
910,1,1097,207717
911,60,1098,1224156
912,65,1099,124567
913,59,1100,963165
914,73,1101,404145
915,72,1102,3941759
916,1,1103,938245
916,1,1104,938245
917,56,1105,681620
917,56,1106,681620
918,60,1107,894329
919,62,1108,502762
920,58,1109,287507
921,10,1110,339166
922,61,1111,613157
923,13,1112,376183
924,11,1113,264512
925,59,1114,2789298
926,36,1115,226166
927,69,1116,513715
928,20,1117,1273737
928,20,1118,1273737
929,54,1119,1307451
930,41,1120,2075428
931,59,1121,788014
932,20,1122,264213
932,20,1123,264213
933,21,1124,465938
934,9,1125,124867
934,9,1126,124867
935,23,1127,139498
936,7,1128,289727
937,43,1129,332311
938,70,1130,141875
939,55,1131,311049
939,55,1132,311049
940,37,1133,4031951
940,37,1134,4031951
941,8,1135,737362
942,9,1136,784244
943,1,1137,442689
944,70,1138,2559037
944,70,1139,2559037
945,18,1140,579660
946,21,1141,1348691
947,59,1142,835709
947,59,1143,835709
949,58,1145,1000663
950,49,1146,2939331
951,3,1147,273157
952,41,1148,291233
953,14,1149,312460
954,74,1150,498339
955,59,1151,875318
956,74,1152,865489
957,70,1153,301401
958,72,1154,391474
958,72,1155,391474
959,1,1156,302287
960,4,1157,4387312
961,1,1158,402127
962,64,1159,766607
962,64,1160,766607
963,7,1161,1072858
964,26,1162,617376
965,20,1163,715098
966,15,1164,70434
967,15,1165,1085168
968,74,1166,894495
968,74,1167,894495
969,19,1168,899988
970,18,1169,588354
971,12,1170,623778
972,46,1171,149541
973,54,1172,565266
973,54,1173,565266
974,29,1174,3086592
975,1,1175,261377
975,1,1176,261377
976,77,1177,1558161
977,1,1178,2145181
978,73,1179,782343
979,21,1180,2702581
980,1,1181,575472
981,66,1182,2187796
982,54,1183,903139
984,2,1186,726387
985,32,1187,356330
985,32,1188,356330
986,74,1189,371454
987,15,1190,729224
987,15,1191,729224
988,10,1192,664008
989,19,1193,574960
990,17,1194,1555726
991,39,1195,3078154
992,22,1196,904062
993,6,1197,1188251
994,72,1198,720640
995,64,1199,255610
996,47,1200,189607
997,54,1201,172816
998,47,1202,3323377
1000,77,1204,4779772
1002,50,1206,264413
1003,28,1207,1182167
1004,70,1208,3070262
1005,54,1209,5339154
1006,6,1210,647143
1007,1,1211,618933
1008,13,1212,305789
1009,1,1213,3872823
1010,61,1214,3551897
1011,45,1215,2172135
1012,65,1216,3092212
1013,59,1217,174525
1014,74,1218,392667
1015,1,1219,255871
1016,40,1220,2830889
1017,14,1221,2367788
1018,7,1222,594341
1019,52,1223,3049994
1020,56,1224,218728
1021,42,1225,150141
1022,33,1226,3370390
1022,33,1227,3370390
1023,21,1228,2524519
1024,19,1229,107640
1026,20,1231,567004
1026,20,1232,567004
1027,68,1233,132597
1028,23,1234,63000
1028,23,1235,63000
1029,26,1236,3496135
1030,57,1237,434600
1031,74,1238,1555973
1032,11,1239,7327524
1033,32,1240,94933
1034,73,1241,325529
1035,73,1242,791632
1036,11,1243,1774240
1037,1,1244,821118
1038,64,1245,268021
1039,70,1246,5955595
1039,70,1247,5955595
1040,19,1248,2133665
1042,43,1250,1478645
1043,1,1251,784194
1043,1,1252,784194
1044,14,1253,1218467
1045,3,1254,394407
1046,1,1255,1126184
1047,46,1256,804591
1048,35,1257,810901
1048,35,1258,810901
1049,18,1259,102201
1050,57,1260,3806548
1050,57,1261,3806548
1051,35,1262,1760680
1051,35,1263,1760680
1052,61,1264,920529
1053,57,1265,1198986
1054,10,1266,1502857
1055,29,1267,131943
1055,29,1268,131943
1056,1,1269,674055
1057,13,1270,579037
1058,47,1271,1513377
1059,8,1272,269948
1060,6,1273,276452
1061,44,1274,185452
1062,6,1275,3265771
1063,68,1276,417552
1064,70,1277,157364
1065,72,1278,840741
1066,16,1279,2670734
1067,34,1280,2845629
1067,34,1281,2845629
1068,52,1282,867309
1069,70,1283,586181
1069,70,1284,586181
1070,62,1285,1124435
1071,68,1286,3758239
1072,65,1287,318887
1073,73,1288,1037590
1074,59,1289,1411169
1075,35,1290,656729
1076,1,1291,1315882
1077,14,1292,1019769
1078,1,1293,381158
1078,1,1294,381158
1079,74,1295,3724874
1080,55,1296,3101983
1081,64,1297,193044
1081,64,1298,193044
1082,2,1299,298437
1083,45,1300,672485
1085,42,1303,420829
1086,37,1304,154360
1087,55,1305,1104903
1088,32,1306,656486
1089,74,1307,1109813
1090,69,1308,387164
1091,16,1309,143903
1092,41,1310,1096229
1093,54,1311,3633407
1094,35,1312,338549
1095,54,1313,786550
1095,54,1314,786550
1096,34,1315,262321
1097,67,1316,1219334
1097,67,1317,1219334
1098,47,1318,647341
1100,35,1321,164609
1101,4,1322,673765
1102,70,1323,539923
1103,66,1324,1897570
1104,39,1325,1231199
1105,55,1326,970798
1106,20,1327,3544932
1107,42,1328,800144
1108,26,1329,384677
1109,66,1330,1911987
1110,54,1331,499064
1111,5,1332,1500465
1112,48,1333,1861325
1113,8,1334,552433
1114,6,1335,3047229
1114,6,1336,3047229
1115,34,1337,461330
1115,34,1338,461330
1116,1,1339,1769580
1117,68,1340,284954
1118,48,1341,1096635
1120,1,1343,654925
1120,1,1344,654925
1121,32,1345,1187387
1122,13,1346,845443
1123,13,1347,2189248
1123,13,1348,2189248
1124,26,1349,3283503
1125,1,1350,1418629
1125,1,1351,1418629
1126,56,1352,872832
1127,27,1353,3579862
1128,74,1354,711752
1129,35,1355,2416845
1130,1,1356,216653
1132,1,1359,7386444
1132,1,1360,7386444
1133,1,1361,547768
1133,1,1362,547768
1134,6,1363,1848717
1135,1,1364,381882
1135,1,1365,381882
1136,12,1366,4295231
1137,60,1367,214715
1137,60,1368,214715
1138,41,1369,85218
1139,34,1370,2920947
1140,49,1371,143926
1141,28,1372,173304
1142,74,1373,302422
1144,59,1375,465376
1145,31,1376,370087
1145,31,1377,370087
1146,67,1378,3040758
1146,67,1379,3040758
1147,44,1380,3338242
1149,18,1382,337832
1150,29,1383,124391
1151,40,1384,2113854
1152,45,1385,435678
1152,45,1386,435678
1153,35,1387,1532825
1154,5,1388,1793609
1155,43,1389,311106
1156,59,1390,496694
1157,7,1391,869087
1158,50,1392,696959
1158,50,1393,696959
1159,49,1394,1440223
1159,49,1395,1440223
1160,39,1396,1777459
1161,66,1397,777331
1164,35,1401,873169
1165,44,1402,597324
1165,44,1403,597324
1166,11,1404,2752895
1168,29,1406,1070320
1168,29,1407,1070320
1169,49,1408,4087580
1170,25,1409,1743686
1171,18,1410,397043
1171,18,1411,397043
1172,6,1412,176848
1173,11,1413,180406
1174,70,1414,2090005
1176,19,1416,229033
1177,27,1417,501457
1178,41,1418,864966
1179,74,1419,592112
1179,74,1420,592112
1180,20,1421,2176254
1181,69,1422,249927
1181,69,1423,249927
1182,8,1424,781555
1183,12,1425,506422
1183,12,1426,506422
1184,14,1427,4467834
1185,12,1428,135447
1185,12,1429,135447
1186,64,1430,204161
1187,55,1431,349617
1188,16,1432,464919
1189,59,1433,456287
1189,59,1434,456287
1190,52,1435,760490
1192,29,1438,794336
1193,29,1439,1887259
1194,1,1440,2648988
1195,42,1441,271880
1195,42,1442,271880
1196,29,1443,2476469
1196,29,1444,2476469
1197,68,1445,588957
1198,70,1446,825443
1198,70,1447,825443
1199,50,1448,260405
1200,33,1449,3429823
1201,61,1450,2110585
1203,72,1452,1768407
1204,29,1453,3091268
1205,73,1454,513118
1205,73,1455,513118
1206,70,1456,398901
1206,70,1457,398901
1207,67,1458,2781968
1208,4,1459,472750
1209,23,1460,134855
1210,28,1461,1344465
1211,49,1462,473792
1212,70,1463,486221
1213,36,1464,292232
1213,36,1465,292232
1214,39,1466,786101
1215,65,1467,205092
1216,77,1468,287549
1217,69,1469,374297
1218,1,1470,1710331
1218,1,1471,1710331
1219,1,1472,475256
1220,1,1473,421011
1221,45,1474,1535343
1222,66,1475,895861
1223,70,1476,767202
1225,4,1478,2419372
1226,1,1479,338156
1227,69,1480,1076183
1228,62,1481,432861
1229,46,1482,411244
1230,1,1483,1525053
1230,1,1484,1525053
1231,7,1485,2193041
1231,7,1486,2193041
1232,48,1487,223731
1233,31,1488,228866
1234,6,1489,805120
1235,76,1490,522202
1236,19,1491,776189
